filename,class,environment
729442__anonio82__telephone-call.mp3,Telephone Ringing,unknown
431669__oldbunny__8746.mp3,Telephone Ringing,unknown
269380__lwdickens__rotary-phone-ring.mp3,Telephone Ringing,unknown
750534__moodyfingers__cordless-telephone-ringing-e6-f6-and-g6-notes.mp3,Telephone Ringing,unknown
456433__mycompasstv__old-rotary-phone-ringing-western-electric-bell-500-phone.mp3,Telephone Ringing,unknown
366862__tianve8__phone-ring.mp3,Telephone Ringing,unknown
170165__timgormly__8-bit-phone1.mp3,Telephone Ringing,unknown
520723__pimstoltz__six-analog-telephones-ringing.mp3,Telephone Ringing,unknown
447544__phantomcreations__digital-land-line-phone-rings-once-loopable.mp3,Telephone Ringing,unknown
610191__bennettfilmteacher__old-phone-ringing.mp3,Telephone Ringing,unknown
572349__nachtmahrtv__phone-ring.mp3,Telephone Ringing,unknown
34381__reinsamba__german_old_telephonering-1.mp3,Telephone Ringing,unknown
560368__isaroru__telefono.mp3,Telephone Ringing,unknown
71098__zulut__telephone-ringing.mp3,Telephone Ringing,unknown
185631__sergsil__telephone.mp3,Telephone Ringing,unknown
653661__klankbeeld__1970-telephone-ring-1-nl.mp3,Telephone Ringing,unknown
59738__morgantj__telephonering.mp3,Telephone Ringing,unknown
332073__meisterleise__telephone-ring-old-german-w48.mp3,Telephone Ringing,unknown
541796__zoshp__telephone-ringing-digital.mp3,Telephone Ringing,unknown
88112__spleencast__phone-1952-bakelite-2-looped.mp3,Telephone Ringing,unknown
35408__scarbelly25__ringing.mp3,Telephone Ringing,vehicle
142903__oneirophile__antique-telephone-rings.mp3,Telephone Ringing,unknown
19593__freed__tbd01-e01-tones.mp3,Telephone Ringing,unknown
655305__nightcustard__phone-ringing.mp3,Telephone Ringing,unknown
435578__dangale__phone-ringing-7-times-in-another-room-uk-gpo-746.mp3,Telephone Ringing,indoor
24929__acclivity__phoneringing.mp3,Telephone Ringing,unknown
389604__keekee__tele_ring.mp3,Telephone Ringing,unknown
371369__iamgiorgio__e10_phone-ringing.mp3,Telephone Ringing,unknown
24928__acclivity__phoneringing.mp3,Telephone Ringing,unknown
509944__mafaldacmpereira__telefone.mp3,Telephone Ringing,unknown
531547__ahtepsilon__s6-telefono.mp3,Telephone Ringing,unknown
250632__kwahmah_02__digital_ringer_2.mp3,Telephone Ringing,unknown
178137__keybit2__ring-ring.mp3,Telephone Ringing,unknown
399204__hgseidl__telefon.mp3,Telephone Ringing,unknown
toilet-flush-28488.mp3,Toilet Flush,unknown
behind-doors-toilet-flush-196151.mp3,Toilet Flush,unknown
foley-toilet-flush-without-tank-refill-238004.mp3,Toilet Flush,unknown
toilet-flush-67597.mp3,Toilet Flush,unknown
flush-toilet-lid-down-68571.mp3,Toilet Flush,unknown
toilet-flush-40928.mp3,Toilet Flush,unknown
hospital-toilet-flush-77570.mp3,Toilet Flush,unknown
flush-toilet-sound-effect-268264.mp3,Toilet Flush,unknown
toilet-flushing-7059.mp3,Toilet Flush,unknown
toilet-flush-29824.mp3,Toilet Flush,unknown
toilet-flush-sound-effect-221387.mp3,Toilet Flush,unknown
toilet-flush-74771.mp3,Toilet Flush,unknown
toilet-flush-98803.mp3,Toilet Flush,unknown
long-akward-toilet-flush-186945.mp3,Toilet Flush,unknown
toilet-bowl-flush-toilet-bowl-flush-toilet-water-12430.mp3,Toilet Flush,unknown
toilet-flush-77438.mp3,Toilet Flush,unknown
toilet-flush-and-refill-31684.mp3,Toilet Flush,unknown
toilet-flush-106040.mp3,Toilet Flush,unknown
toilet-flush-quite-aggressive-01-26041.mp3,Toilet Flush,unknown
234245__rivernile7__coffee-machine.mp3,Coffee Machine,unknown
zapsplat_household_coffee_machine_delonghi_whirr_start_up_21753.mp3,Coffee Machine,indoor
233587__ondrosik__coffee_machine.mp3,Coffee Machine,unknown
395140__soundhunterjulie__coffee-machine.mp3,Coffee Machine,unknown
253391__jmayoff__automatic-coffee-machine.mp3,Coffee Machine,unknown
soundsnap_295306_making_coffee_distant_complete.mp3,Coffee Machine,unknown
684744__robhog__philips-hd-5400-coffee-machine-sound-recording.mp3,Coffee Machine,unknown
509826__tosha73__coffee-vending-machine-2.mp3,Coffee Machine,unknown
104643__longshot__coffee-machine.mp3,Coffee Machine,unknown
792103__sadiquecat__saeco-lirika-coffee-machine-km184-vs-nt5.mp3,Coffee Machine,unknown
509825__tosha73__coffee-vending-machine.mp3,Coffee Machine,unknown
644821__felixblume__mechanism-of-an-empty-coffee-machine-inside-an-empty-room-in-ellwood-museum-in-dekalb.mp3,Coffee Machine,indoor
326188__ernst53__coffee-machine.mp3,Coffee Machine,unknown
417681__arnaud-coutancier__coffee-machine.mp3,Coffee Machine,unknown
zapsplat_household_nespresso_milk_frother_electric_on_run_dry_off_47535.mp3,Coffee Machine,indoor
532088__siriusparsec__coffeemachine.mp3,Coffee Machine,unknown
515685__acekat13x31__adriana-lopez-coffee-machine.mp3,Coffee Machine,unknown
234128__hukleesyr__coffee-boiling.mp3,Coffee Machine,unknown
263901__tpd__coffee_machine.mp3,Coffee Machine,unknown
112812__julien_matthey__jm_machine_coffee-machine-01-office.mp3,Coffee Machine,public
161216__lolamadeus__coffee-vending-machine.mp3,Coffee Machine,unknown
glitched_tones_coffee_machine_334.mp3,Coffee Machine,unknown
blinds-98529.mp3,"Blinds Opening,Closing",unknown
blinds-open-103040.mp3,"Blinds Opening,Closing",unknown
blinds-92970.mp3,"Blinds Opening,Closing",unknown
window-blind-81230.mp3,"Blinds Opening,Closing",nature
blind-up-and-down-in-the-office-74111.mp3,"Blinds Opening,Closing",public
closing-blinds-owi-103507.mp3,"Blinds Opening,Closing",unknown
window-blinds-99857.mp3,"Blinds Opening,Closing",nature
blinds-80383.mp3,"Blinds Opening,Closing",unknown
blinds-66568.mp3,"Blinds Opening,Closing",unknown
opening-wooden-window-blinds-102674.mp3,"Blinds Opening,Closing",wooden
window-opening-100430.mp3,"Blinds Opening,Closing",nature
blinds-raising-window-180515_0127-069-075-95064.mp3,"Blinds Opening,Closing",nature
window_blinds_open_close_2-37743.mp3,"Blinds Opening,Closing",nature
blinds-open-90353.mp3,"Blinds Opening,Closing",unknown
blinds-62132.mp3,"Blinds Opening,Closing",unknown
windowblinds-79045.mp3,"Blinds Opening,Closing",nature
blind-29251.mp3,"Blinds Opening,Closing",unknown
laser-printer-31914.mp3,Printer,unknown
3d-printer-63649.mp3,Printer,unknown
printer-78136.mp3,Printer,unknown
printer-71096.mp3,Printer,unknown
printer-paper-taking-sound-327877.mp3,Printer,unknown
printer-sound-79228.mp3,Printer,unknown
printer-30736.mp3,Printer,unknown
printer-printing-office-sounds-31067.mp3,Printer,public
printer-sound-197880.mp3,Printer,unknown
031389_3d-printer-close-71289.mp3,Printer,unknown
office-printer-74970.mp3,Printer,public
background-printer-32582.mp3,Printer,unknown
3d-printer-79587.mp3,Printer,unknown
printer-sound-effect-63732.mp3,Printer,unknown
printer-75901.mp3,Printer,unknown
printer-25474.mp3,Printer,unknown
printer-106935.mp3,Printer,unknown
inkjet-printer-33317.mp3,Printer,unknown
printer-77963.mp3,Printer,unknown
printer-scan-68679.mp3,Printer,unknown
printer-hp4334-76257.mp3,Printer,unknown
shower-80401.mp3,Shower Running ,unknown
shower-36230.mp3,Shower Running ,unknown
shower-ambience-181290.mp3,Shower Running ,unknown
shower-dripping-81276.mp3,Shower Running ,unknown
shower-water-running-101950.mp3,Shower Running ,unknown
running-shower-by-krucifix-productions-29903.mp3,Shower Running ,unknown
shower-ambience-150399.mp3,Shower Running ,unknown
shower-67824.mp3,Shower Running ,unknown
shower-14461.mp3,Shower Running ,unknown
water-drips-from-shower-199393.mp3,Shower Running ,unknown
shower-35087.mp3,Shower Running ,unknown
shower-turning-on-and-off-with-drain-noise-57171.mp3,Shower Running ,nature
shower-running-02-59027.mp3,Shower Running ,unknown
shower-running-27068.mp3,Shower Running ,unknown
turning-on-shower-35687.mp3,Shower Running ,unknown
shower-80209.mp3,Shower Running ,unknown
home-shower-55608.mp3,Shower Running ,indoor
shower-78378.mp3,Shower Running ,unknown
shower-73879.mp3,Shower Running ,unknown
shower-running-lightly-102439.mp3,Shower Running ,unknown
dishwasher-64656.mp3,Dishwasher Running,unknown
dishwasher-running-160643.mp3,Dishwasher Running,unknown
kitchen-sounds-62684.mp3,Dishwasher Running,indoor
dishwasher-glassware-54059.mp3,Dishwasher Running,unknown
dishwasher-sound-205370.mp3,Dishwasher Running,unknown
dishwasher-25129.mp3,Dishwasher Running,unknown
running-stream-water-sound-239612.mp3,Dishwasher Running,unknown
dishwasher-64035.mp3,Dishwasher Running,unknown
dishwasher-65238.mp3,Dishwasher Running,unknown
dishwasher-open-44958.mp3,Dishwasher Running,unknown
running-on-gravel-301880.mp3,Dishwasher Running,unknown
running-stream-water-sound-239612 (1).mp3,Dishwasher Running,unknown
dishwasher-noises-57459.mp3,Dishwasher Running,unknown
dishwasher-1-56487.mp3,Dishwasher Running,unknown
washing_machine_close-70401.mp3,Washing Machine,unknown
washing-machine-22634.mp3,Washing Machine,unknown
laundromat-ambience-23810.mp3,Washing Machine,unknown
washing-machine-working-22260.mp3,Washing Machine,unknown
washing-machine-71101.mp3,Washing Machine,unknown
washing-face-308747.mp3,Washing Machine,unknown
washing-machine-90458.mp3,Washing Machine,unknown
washing-machine-66952.mp3,Washing Machine,unknown
washing-machine-20006.mp3,Washing Machine,unknown
washing-machine-spinning-and-pumping-out-57473.mp3,Washing Machine,unknown
washing-machine-71102.mp3,Washing Machine,unknown
washing-machine-20009.mp3,Washing Machine,unknown
washing-dishes-48631.mp3,Washing Machine,unknown
washing-machine-26248.mp3,Washing Machine,unknown
washing-machine-on-wash-cycle1-230926.mp3,Washing Machine,unknown
washing-machine-26247.mp3,Washing Machine,unknown
washing-machine-90456.mp3,Washing Machine,unknown
washing-machine-spinning-cycle-60638.mp3,Washing Machine,unknown
washingmachine-23215.mp3,Washing Machine,unknown
washing-machine-on-wash-cycle1-230928.mp3,Washing Machine,unknown
washing-machine-22635.mp3,Washing Machine,unknown
washing-machine-spin-cycle-57983.mp3,Washing Machine,unknown
washing-machine-8487.mp3,Washing Machine,unknown
washing-machine-beep-103423.mp3,Washing Machine,unknown
washing-machine-wash-cycle-136844.mp3,Washing Machine,unknown
washing-machine-20004.mp3,Washing Machine,unknown
washing-machine-20067.mp3,Washing Machine,unknown
052190_washing-machine-37678.mp3,Washing Machine,unknown
toaster-44960.mp3,Toaster Popping,unknown
toaster-96630.mp3,Toaster Popping,unknown
toaster-toast-90776.mp3,Toaster Popping,unknown
toaster-38042.mp3,Toaster Popping,unknown
toaster-69281.mp3,Toaster Popping,unknown
toaster-toast-107115.mp3,Toaster Popping,unknown
toaster-170428_1480-30919.mp3,Toaster Popping,unknown
toaster-46725.mp3,Toaster Popping,unknown
toaster-pop-46782.mp3,Toaster Popping,unknown
-toaster-46778.mp3,Toaster Popping,unknown
toaster-44904.mp3,Toaster Popping,unknown
toaster-89278.mp3,Toaster Popping,unknown
toaster-46712.mp3,Toaster Popping,unknown
toaster-up-and-down-63800.mp3,Toaster Popping,unknown
toaster-74403.mp3,Toaster Popping,unknown
toaster-44960 (1).mp3,Toaster Popping,unknown
toaster-37635.mp3,Toaster Popping,unknown
toaster-out-107753.mp3,Toaster Popping,unknown
one-hand-clapping-35907.mp3,Hand Clapping,unknown
clapping-hands-24591.mp3,Hand Clapping,unknown
clapping-73730.mp3,Hand Clapping,unknown
clapping-hands-31410.mp3,Hand Clapping,unknown
crowd-people-street-concert-crowd-applause-and-clapping-136318.mp3,Hand Clapping,outdoor
hand-clap-with-together-sound-effect-263700.mp3,Hand Clapping,unknown
crowd-clapping-4-236780.mp3,Hand Clapping,unknown
crowd-clapping-3-236779.mp3,Hand Clapping,unknown
hand-clap-with-together-sound-effect-263698.mp3,Hand Clapping,unknown
clapping-sound-101383.mp3,Hand Clapping,unknown
crowd-clapping-6-236777.mp3,Hand Clapping,unknown
040555_single-hand-clapping-79485.mp3,Hand Clapping,unknown
clap-hands-clapping-31101.mp3,Hand Clapping,unknown
two-claps-96256.mp3,Hand Clapping,unknown
clapping-229031.mp3,Hand Clapping,unknown
clap-hands-clapping-31101 (1).mp3,Hand Clapping,unknown
hand-claps-46253.mp3,Hand Clapping,unknown
claps-44774.mp3,Hand Clapping,unknown
clapping-29511.mp3,Hand Clapping,unknown
clapping-audio-100781.mp3,Hand Clapping,unknown
clapping-6474.mp3,Hand Clapping,unknown
applause-in-the-theater-59028.mp3,Hand Clapping,unknown
hand-claps-38611.mp3,Hand Clapping,unknown
hand-clap-1-36401.mp3,Hand Clapping,unknown
hand-clap-with-together-sound-effect-263699.mp3,Hand Clapping,unknown
clapping-slight-echo-102675.mp3,Hand Clapping,unknown
kids-hand-claps-45358.mp3,Hand Clapping,unknown
hands-clapping-98762.mp3,Hand Clapping,unknown
kids-clapping-plougraswav-14528.mp3,Hand Clapping,unknown
audience-clapping-03-99963.mp3,Hand Clapping,unknown
one-woman-claping-80270.mp3,Hand Clapping,unknown
blender-fx-5-319046.mp3,Blender,unknown
058002_empty-blender-46240.mp3,Blender,unknown
blender-2-fx-306164.mp3,Blender,unknown
blender-grinding-81619.mp3,Blender,unknown
small-blender-23930.mp3,Blender,public
blender-72304.mp3,Blender,unknown
blender-3-fx-308606.mp3,Blender,unknown
little-blender-102947.mp3,Blender,unknown
blender-fx-3-319050.mp3,Blender,unknown
blender-fx-1-319045.mp3,Blender,unknown
blender-29556.mp3,Blender,unknown
blender-ice-crush-76745.mp3,Blender,unknown
blender6-105590.mp3,Blender,unknown
blender-29556 (1).mp3,Blender,unknown
blender-fx-6-319047.mp3,Blender,unknown
blender-59679.mp3,Blender,unknown
blender-37366.mp3,Blender,unknown
blender-33088.mp3,Blender,unknown
blender-76398.mp3,Blender,unknown
blender-mixer-hit-39256.mp3,Blender,unknown
blender-mixer-smoothie-33026.mp3,Blender,unknown
laughter-2-244946.mp3,Laughter,unknown
laughter-77674.mp3,Laughter,unknown
laughter-29686.mp3,Laughter,unknown
child-laugh-tickles-324078.mp3,Laughter,unknown
female-sensual-laughter-218077.mp3,Laughter,unknown
very-infectious-laughter-117727.mp3,Laughter,unknown
weird-laughter-108592.mp3,Laughter,unknown
child-laughter-3-186730.mp3,Laughter,unknown
male-laughter-92404.mp3,Laughter,unknown
child-laughter-1-186728.mp3,Laughter,unknown
asinine-laughter-37897.mp3,Laughter,unknown
maniacal-laughter-177313.mp3,Laughter,unknown
yandere-laughter-65609.mp3,Laughter,unknown
laughter-the-voice-of-laughter-the-sound-of-laughter-arrogance-14246.mp3,Laughter,unknown
baby-laughter2-15231.mp3,Laughter,unknown
crazy-laughter-ringtone-119891.mp3,Laughter,unknown
laughter-01-105588.mp3,Laughter,unknown
hysterical-laughter-73517.mp3,Laughter,unknown
laughter-66768.mp3,Laughter,unknown
witch-laughter-25288.mp3,Laughter,unknown
male-laughter-01-24bit-48khz-68785 (1).mp3,Laughter,unknown
laugh-1-242067.mp3,Laughter,unknown
mad-laughter-31925.mp3,Laughter,unknown
male-laughter-01-24bit-48khz-68785.mp3,Laughter,unknown
laughter-6107.mp3,Laughter,unknown
witch-laughter-25288 (1).mp3,Laughter,unknown
double-laughter-2-76180.mp3,Laughter,unknown
succubus-laughter-raw-71828.mp3,Laughter,vehicle
menx27s-laughter-121577.mp3,Laughter,unknown
contagious-laughter-15341.mp3,Laughter,unknown
tv-television-on-off-6224.mp3,Tv Sounds,unknown
vhs-caset-220318.mp3,Tv Sounds,unknown
news-logo-1-154245.mp3,Tv Sounds,unknown
sonido-television-2-81435.mp3,Tv Sounds,unknown
analog-crt-tv-electronic-static-noise-60428.mp3,Tv Sounds,unknown
broadcast-news-logo-154235.mp3,Tv Sounds,unknown
fx-1960x27s-type-of-psychedelic-time-and-space-dilation-effect-258927.mp3,Tv Sounds,unknown
composite-video-2-75719.mp3,Tv Sounds,unknown
news-tv-theme-logo-154229.mp3,Tv Sounds,unknown
world-news-logo-154116.mp3,Tv Sounds,unknown
whitenoise-34872.mp3,Tv Sounds,unknown
tv-opening-news-logo-154230.mp3,Tv Sounds,unknown
broken-tv-noise-105767.mp3,Tv Sounds,unknown
news-broadcast-logo-154234.mp3,Tv Sounds,unknown
tv-shut-down-185446.mp3,Tv Sounds,unknown
conceipt-of-eagles-prey-178057.mp3,Tv Sounds,unknown
alarm-effect-162892.mp3,Tv Sounds,unknown
news-blocks-logo-154242.mp3,Tv Sounds,unknown
corporate-news-logo-154237.mp3,Tv Sounds,unknown
tv-static-6411.mp3,Tv Sounds,unknown
taratata-6264.mp3,Tv Sounds,unknown
television-80399.mp3,Tv Sounds,unknown
weather-news-logo-154226.mp3,Tv Sounds,unknown
tv-sport-logo-154231.mp3,Tv Sounds,unknown
composite-video-1-75718.mp3,Tv Sounds,unknown
live-studio-audience-84726.mp3,Tv Sounds,unknown
close-capture-178055.mp3,Tv Sounds,unknown
static-91072.mp3,Tv Sounds,unknown
newsreportmusic-6242.mp3,Tv Sounds,unknown
tv-static-7019.mp3,Tv Sounds,unknown
electric-toothbrush-37688.mp3,Electric Toothbrush,unknown
electro_toothbrush_with_head_away-34757.mp3,Electric Toothbrush,unknown
electric-toothbrush-61076.mp3,Electric Toothbrush,unknown
015964_electric-toothbrushwav-56255.mp3,Electric Toothbrush,unknown
electric-toothbrush-90952.mp3,Electric Toothbrush,unknown
electric-tooth-brush-98802.mp3,Electric Toothbrush,unknown
075768_electric-toothbrushwav-88375.mp3,Electric Toothbrush,unknown
toothbrush-83162.mp3,Electric Toothbrush,unknown
brush-teeth-field-recording-22405.mp3,Electric Toothbrush,unknown
electric-toothbrush-99780.mp3,Electric Toothbrush,unknown
electric-toothbrush-binaural-23903.mp3,Electric Toothbrush,unknown
electric-teeth-brushing-32991.mp3,Electric Toothbrush,unknown
electric-toothbrush-69247.mp3,Electric Toothbrush,unknown
043186_electric-toothbrush-65318.mp3,Electric Toothbrush,unknown
glass-bottle-smash-2-291048.mp3,Glass Breaking,unknown
breaking_glass_mirror_audio_technica_mb2k-103817.mp3,Glass Breaking,unknown
breaking-glass-1-95808.mp3,Glass Breaking,unknown
sound-effect-woman-scream-and-glass-breaking-236490.mp3,Glass Breaking,unknown
glass-breaking-sound-effect-240679.mp3,Glass Breaking,unknown
glass-breaking-foley-19649.mp3,Glass Breaking,unknown
car-crash-69236.mp3,Glass Breaking,vehicle
glass-shatter-7-95202.mp3,Glass Breaking,unknown
glass-breaking-99389.mp3,Glass Breaking,unknown
loud-shattering-sound-198080.mp3,Glass Breaking,unknown
slow-motion-glass-shatter-6898.mp3,Glass Breaking,unknown
glass-breaking-93803.mp3,Glass Breaking,unknown
window-breaking-105533.mp3,Glass Breaking,nature
breaking-a-vase-remix-87091.mp3,Glass Breaking,unknown
glass-break-5978.mp3,Glass Breaking,unknown
breaking-glass-with-feet-45176.mp3,Glass Breaking,unknown
glass-smash-6266.mp3,Glass Breaking,unknown
glass-breaking-151256.mp3,Glass Breaking,unknown
glass-shatter-7-95202 (1).mp3,Glass Breaking,unknown
breaking-glass-83809.mp3,Glass Breaking,unknown
glass-breaking-224091.mp3,Glass Breaking,unknown
glass-clink-pack-62708.mp3,Glass Breaking,unknown
037977_glass-breaking-72956.mp3,Glass Breaking,unknown
2-glass-break-sounds-243249.mp3,Glass Breaking,unknown
breakingvase01-88081.mp3,Glass Breaking,unknown
broken-bottle-191998.mp3,Glass Breaking,unknown
shuffling-glass-around-25441.mp3,Glass Breaking,unknown
glass-bottle-smash-277554.mp3,Glass Breaking,unknown
glass-break-3-102271.mp3,Glass Breaking,unknown
glass-breaking-72244.mp3,Glass Breaking,unknown
mechanical-keyboard-typing-sound-asmr-321555.mp3,Computer typing,unknown
computer-keyboard-typing-29008.mp3,Computer typing,unknown
typing-on-laptop-keyboard-308455.mp3,Computer typing,unknown
keyboard-typing-3-292593.mp3,Computer typing,unknown
computer-keyboard-typing-290582.mp3,Computer typing,unknown
computer-keyboard-angry-typing-313805.mp3,Computer typing,unknown
keyboard-typing-sound-250308.mp3,Computer typing,unknown
keyboard-typing-268517.mp3,Computer typing,unknown
typing-105782.mp3,Computer typing,unknown
computer-keyboard-typing-snippet-mono-loop-31523.mp3,Computer typing,unknown
typing-on-computer-keyboard-58445.mp3,Computer typing,unknown
typing-keyboard-sound-254462.mp3,Computer typing,unknown
typing-43326.mp3,Computer typing,unknown
keyboard-sound-200501.mp3,Computer typing,unknown
sound-of-typing-on-a-computer-keyboard-hd-263165.mp3,Computer typing,unknown
keyboard-typing-sound-247417.mp3,Computer typing,unknown
typing-on-the-keyboard-in-an-angry-mood-321291.mp3,Computer typing,unknown
keyboard-typing-sound-310537.mp3,Computer typing,unknown
typing-6458.mp3,Computer typing,unknown
coding-fast-typing-on-keyboard-sound-247411.mp3,Computer typing,unknown
keyboard-typing-4-292591.mp3,Computer typing,unknown
typing-274133.mp3,Computer typing,unknown
keyboard-typing-49404.mp3,Computer typing,unknown
typing-62338.mp3,Computer typing,unknown
computer-keyboard-angry-typing-2-313811.mp3,Computer typing,unknown
pan-frying-noise-259556.mp3,Frying,unknown
stir-four-cups-with-a-teaspoon-2-241013.mp3,Frying,unknown
adding-bacon-to-frying-pan-29957.mp3,Frying,unknown
washing-machine-work-62777.mp3,Frying,unknown
frying-pan-hot-steam.mp3,Frying,unknown
foodcooking-48072.mp3,Frying,unknown
frying-haloumis-76568.mp3,Frying,unknown
pan-frying-noise-259550.mp3,Frying,unknown
sizzling-cooking-on-stove-37041.mp3,Frying,unknown
frying-26563.mp3,Frying,unknown
french_fries-74666.mp3,Frying,unknown
food-in-a-frying-pan-47876.mp3,Frying,unknown
cooking-steak-23404.mp3,Frying,unknown
frying-steak-74556.mp3,Frying,unknown
eggfrying-56298.mp3,Frying,unknown
stirring-food-105749.mp3,Frying,unknown
cooking-frying-1-71871 (1).mp3,Frying,unknown
cooking-frying-1-71871.mp3,Frying,unknown
frying-bacon-27839.mp3,Frying,unknown
bacon-frying-75854.mp3,Frying,unknown
frying-in-pan-91876.mp3,Frying,unknown
sizzling-in-a-wok-70297.mp3,Frying,unknown
pan-fry1-64277.mp3,Frying,unknown
baconfryinginpan-32289.mp3,Frying,unknown
frying-26565.mp3,Frying,unknown
frying-in-a-pan-6017.mp3,Frying,unknown
frying-bacon-76797.mp3,Frying,unknown
sizzling-in-a-hot-skillet-135817.mp3,Frying,unknown
frying-pan-hot-sizzle-steam-4-186967.mp3,Frying,unknown
frying-bacon-27838.mp3,Frying,unknown
burning-fireplace-with-crackling-sounds-28234.mp3,Fireplace,unknown
stove2-33123.mp3,Fireplace,unknown
feuer-68488 (1).mp3,Fireplace,unknown
crackling-fire-sound-309634.mp3,Fireplace,unknown
fire-with-wet-wood-23828.mp3,Fireplace,wooden
firesound-69448.mp3,Fireplace,unknown
crackling-fire-7083.mp3,Fireplace,unknown
fire-2016-12-21-17217.mp3,Fireplace,unknown
grand-feu-big-fire-gran-incendio-81140.mp3,Fireplace,unknown
crackling-fire-sound-310284.mp3,Fireplace,unknown
crackling-fire-14759.mp3,Fireplace,unknown
the-fireplace-3-23105.mp3,Fireplace,unknown
crackling-fire-229156.mp3,Fireplace,unknown
crackling-fire-sound-307026.mp3,Fireplace,unknown
crackling-fireplace-20297.mp3,Fireplace,unknown
fire-cracklingwav-14834.mp3,Fireplace,unknown
campfire-crackling-fireplace-sound-119594.mp3,Fireplace,unknown
lit-fireplace-6307.mp3,Fireplace,unknown
crackling-campfire-68477.mp3,Fireplace,unknown
sound-of-a-fantastic-warm-fireplace-141728.mp3,Fireplace,unknown
fire-sound-310285.mp3,Fireplace,unknown
feuer-68488.mp3,Fireplace,unknown
fireplace-crackling-wood-little-flame-7039.mp3,Fireplace,wooden
designed-fire-winds-swoosh-04-116788.mp3,Fireplace,nature
fireplace-fire-crackling-loop-123930.mp3,Fireplace,unknown
old-noisy-ceiling-fan-roomtone-22771.mp3,Ceiling Fan,indoor
electric-desk-fan-turning-on-and-off-121339.mp3,Ceiling Fan,unknown
desk-fan-66784.mp3,Ceiling Fan,unknown
foley-ceiling-fan-running-on-high-speed-13212.mp3,Ceiling Fan,unknown
ceiling-fan-closeup-hum-62295.mp3,Ceiling Fan,unknown
fan-sound-247413.mp3,Ceiling Fan,unknown
fan-on-86315.mp3,Ceiling Fan,unknown
ceiling-fan-72370 (1).mp3,Ceiling Fan,unknown
oven-fan-starting-73202.mp3,Ceiling Fan,unknown
fan-ventilador-277725.mp3,Ceiling Fan,unknown
fan-white-noise-heater-303207.mp3,Ceiling Fan,unknown
ceiling-fan-72370.mp3,Ceiling Fan,unknown
bathroom-fan-271527.mp3,Ceiling Fan,indoor
mixkit-sweeping-wooden-floor-3086.mp3,Ceiling Fan,wooden
ceiling-fan-72370 (2).mp3,Ceiling Fan,unknown
table-fan-sound-01-318509.mp3,Ceiling Fan,unknown
fan-loop-75075.mp3,Ceiling Fan,unknown
high-speed-fan-sound-effect-03-323764.mp3,Ceiling Fan,unknown
stirring-tea-80309.mp3,Spoon Stiring,unknown
stirred-mocha-25887.mp3,Spoon Stiring,unknown
stirring-sugar-in-my-coffee-29956.mp3,Spoon Stiring,unknown
stirring-cup-31593.mp3,Spoon Stiring,unknown
putting-a-cup-on-a-table-and-stirring-in-it-99831.mp3,Spoon Stiring,unknown
spoon-clinking-65647 (1).mp3,Spoon Stiring,unknown
stirring-a-cup-of-coffee-193831.mp3,Spoon Stiring,unknown
stirring-bowl-63259.mp3,Spoon Stiring,unknown
tea-teaspoon-stirring-tea-11229.mp3,Spoon Stiring,unknown
sound-effect-stirring-teacup-203453.mp3,Spoon Stiring,unknown
spoon-clinking-65647.mp3,Spoon Stiring,unknown
mug_ringing_spoon_mixing-46162.mp3,Spoon Stiring,unknown
tea_stir-42595.mp3,Spoon Stiring,unknown
mixing-tea-metal-spoon-306972.mp3,Spoon Stiring,unknown
stir-tea-in-cup-100529.mp3,Spoon Stiring,unknown
metal-spoon-stirring-81319.mp3,Spoon Stiring,unknown
spoon-and-cup-81257.mp3,Spoon Stiring,unknown
stirring-the-pot-66746.mp3,Spoon Stiring,unknown
wine-glass-clink-36035.mp3,Cup clinking,unknown
5-clinking-big-wine-glass-66149.mp3,Cup clinking,unknown
glasses-clinking-29852.mp3,Cup clinking,unknown
glasses-clinking-73558.mp3,Cup clinking,unknown
cup_spoon_hotwater-74744.mp3,Cup clinking,unknown
glass-clinking-92385.mp3,Cup clinking,unknown
bottle-clink-82858.mp3,Cup clinking,unknown
cup-filling-197474.mp3,Cup clinking,unknown
glass-clink-101196.mp3,Cup clinking,unknown
beer-bottles-clinking-inside-a-box-74049.mp3,Cup clinking,unknown
milkbottles-62541.mp3,Cup clinking,unknown
glass-clinking-241043.mp3,Cup clinking,unknown
clinking-glass-92089.mp3,Cup clinking,unknown
cutlery-clinking-243573.mp3,Cup clinking,unknown
glass-clink-pack-62708.mp3,Cup clinking,unknown
tea-cup-clank-80001.mp3,Cup clinking,unknown
mixing-tea-metal-spoon-306972.mp3,Cup clinking,unknown
glass-clink-7-188132.mp3,Cup clinking,unknown
clink-glasses-72170.mp3,Cup clinking,unknown
glass-clink-10-188127.mp3,Cup clinking,unknown
heater-53820.mp3,Heater,unknown
gas-wall-heater-83195.mp3,Heater,unknown
gas-water-heater-33671.mp3,Heater,unknown
heater-74660.mp3,Heater,unknown
dryer_on_front_24_96_mono-78023.mp3,Heater,unknown
heater-58674.mp3,Heater,unknown
masonry-heater-at-cabin-19934.mp3,Heater,unknown
heater-29829.mp3,Heater,unknown
electric-heater-31736.mp3,Heater,unknown
space-heater-run-hum-electric-26860.mp3,Heater,unknown
electric-heater-66231.mp3,Heater,unknown
sauna-heater-85700.mp3,Heater,unknown
brokenheater-65102.mp3,Heater,unknown
